Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,CALUMET,15,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,CALUMET,15,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,1,10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,CALUMET,15,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,1,10.4
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,CALUMET,15,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,CALUMET,15,,,0,,MAPLE SYRUP,"MAPLE SYRUP - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,DOOR,29,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"6,850",10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,DOOR,29,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,7,10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,DOOR,29,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,7,10.4
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,DOOR,29,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,788,11.3
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,DOOR,29,,,0,,MAPLE SYRUP,"MAPLE SYRUP - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"32,000",11.2
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,FOND DU LAC,39,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,556,10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,FOND DU LAC,39,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,9,10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,FOND DU LAC,39,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,9,10.4
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,FOND DU LAC,39,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,74,11.3
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,FOND DU LAC,39,,,0,,MAPLE SYRUP,"MAPLE SYRUP - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"3,000",11.2
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,KEWAUNEE,61,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,KEWAUNEE,61,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,2,10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,KEWAUNEE,61,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,2,10.4
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,KEWAUNEE,61,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,KEWAUNEE,61,,,0,,MAPLE SYRUP,"MAPLE SYRUP - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,MANITOWOC,71,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"2,911",10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,MANITOWOC,71,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,12,10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,MANITOWOC,71,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,12,10.4
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,MANITOWOC,71,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,332,11.3
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,MANITOWOC,71,,,0,,MAPLE SYRUP,"MAPLE SYRUP - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"14,000",11.2
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,OUTAGAMIE,87,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,480,10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,OUTAGAMIE,87,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,3,10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,OUTAGAMIE,87,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,3,10.4
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,OUTAGAMIE,87,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,44,11.3
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,OUTAGAMIE,87,,,0,,MAPLE SYRUP,"MAPLE SYRUP - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,000",11.2
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,SHEBOYGAN,117,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"5,680",10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,SHEBOYGAN,117,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,9,10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,SHEBOYGAN,117,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,9,10.4
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,SHEBOYGAN,117,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,990,11.3
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,EAST CENTRAL,60,SHEBOYGAN,117,,,0,,MAPLE SYRUP,"MAPLE SYRUP - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"55,000",11.2
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,ASHLAND,3,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,700,10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,ASHLAND,3,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,4,10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,ASHLAND,3,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,4,10.4
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,ASHLAND,3,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,104,11.3
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,ASHLAND,3,,,0,,MAPLE SYRUP,"MAPLE SYRUP - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"4,000",11.2
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,CLARK,19,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"69,600",10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,CLARK,19,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,173,10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,CLARK,19,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,174,10.4
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,CLARK,19,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,"5,757",11.3
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,CLARK,19,,,0,,MAPLE SYRUP,"MAPLE SYRUP - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"187,000",11.2
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,IRON,51,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"2,500",10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,IRON,51,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,3,10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,IRON,51,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,3,10.4
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,IRON,51,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,130,11.3
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,IRON,51,,,0,,MAPLE SYRUP,"MAPLE SYRUP - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"5,000",11.2
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,LINCOLN,69,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"26,955",10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,LINCOLN,69,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,29,10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,LINCOLN,69,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,29,10.4
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,LINCOLN,69,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,"2,417",11.3
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,LINCOLN,69,,,0,,MAPLE SYRUP,"MAPLE SYRUP - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"75,000",11.2
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,MARATHON,73,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"68,246",10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,MARATHON,73,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,105,10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,MARATHON,73,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,107,10.4
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,MARATHON,73,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,"7,776",11.3
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,MARATHON,73,,,0,,MAPLE SYRUP,"MAPLE SYRUP - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"244,000",11.2
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,ONEIDA,85,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"1,602",10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,ONEIDA,85,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,11,10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,ONEIDA,85,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,11,10.4
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,ONEIDA,85,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,139,11.3
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,ONEIDA,85,,,0,,MAPLE SYRUP,"MAPLE SYRUP - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"5,000",11.2
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,PRICE,99,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"19,600",10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,PRICE,99,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,22,10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,PRICE,99,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,22,10.4
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,PRICE,99,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,"1,565",11.3
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,PRICE,99,,,0,,MAPLE SYRUP,"MAPLE SYRUP - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"55,000",11.2
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,TAYLOR,119,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"32,917",10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,TAYLOR,119,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,35,10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,TAYLOR,119,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,38,10.4
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,TAYLOR,119,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,"2,374",11.3
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,TAYLOR,119,,,0,,MAPLE SYRUP,"MAPLE SYRUP - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,VILAS,125,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"2,795",10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,VILAS,125,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,7,10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,VILAS,125,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,7,10.4
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,VILAS,125,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,223,11.3
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,VILAS,125,,,0,,MAPLE SYRUP,"MAPLE SYRUP - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"9,000",11.2
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,FLORENCE,37,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"4,010",10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,FLORENCE,37,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,8,10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,FLORENCE,37,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,8,10.4
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,FLORENCE,37,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,493,11.3
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,FLORENCE,37,,,0,,MAPLE SYRUP,"MAPLE SYRUP - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"15,000",11.2
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,FOREST,41,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"3,263",10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,FOREST,41,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,6,10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,FOREST,41,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,7,10.4
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,FOREST,41,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,217,11.3
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,FOREST,41,,,0,,MAPLE SYRUP,"MAPLE SYRUP - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"9,000",11.2
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,LANGLADE,67,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"17,650",10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,LANGLADE,67,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,21,10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,LANGLADE,67,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,21,10.4
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,LANGLADE,67,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,"2,337",11.3
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,LANGLADE,67,,,0,,MAPLE SYRUP,"MAPLE SYRUP - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"87,000",11.2
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,MARINETTE,75,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"35,295",10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,MARINETTE,75,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,15,10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,MARINETTE,75,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,15,10.4
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,MARINETTE,75,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,"2,377",11.3
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,MARINETTE,75,,,0,,MAPLE SYRUP,"MAPLE SYRUP - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"78,000",11.2
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,OCONTO,83,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"7,935",10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,OCONTO,83,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,26,10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,OCONTO,83,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,26,10.4
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,OCONTO,83,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,864,11.3
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,OCONTO,83,,,0,,MAPLE SYRUP,"MAPLE SYRUP - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,SHAWANO,115,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"80,727",10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,SHAWANO,115,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,59,10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,SHAWANO,115,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,59,10.4
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,SHAWANO,115,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,"7,373",11.3
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHEAST,30,SHAWANO,115,,,0,,MAPLE SYRUP,"MAPLE SYRUP - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"345,000",11.2
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHWEST,10,BARRON,5,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"20,116",10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHWEST,10,BARRON,5,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,37,10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHWEST,10,BARRON,5,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH TAPS,TOTAL,NOT SPECIFIED,37,10.4
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHWEST,10,BARRON,5,,,0,,MAPLE SYRUP,"MAPLE SYRUP - PRODUCTION, MEASURED IN GALLONS",TOTAL,NOT SPECIFIED,"2,439",11.3
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHWEST,10,BARRON,5,,,0,,MAPLE SYRUP,"MAPLE SYRUP - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"85,000",11.2
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHWEST,10,BAYFIELD,7,,,0,,MAPLE SYRUP,MAPLE SYRUP - NUMBER OF TAPS,TOTAL,NOT SPECIFIED,"5,038",10.5
CENSUS,2012,YEAR,,COUNTY,WISCONSIN,55,NORTHWEST,10,BAYFIELD,7,,,0,,MAPLE SYRUP,MAPLE SYRUP - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,20,10.5
